group_variable,group_value,n,actual_success_rate,average_predicted_probability,predicted_positive_rate,accuracy,precision,recall_equal_opportunity,false_positive_rate,f1,roc_auc,predicted_positive_rate_gap,recall_gap_equal_opportunity,false_positive_rate_gap,roc_auc_gap,average_probability_gap
escs_quartile,Q4_highest_ESCS,7238,0.8109975131251727,0.8109817636388936,0.8109975131251727,1.0,1.0,1.0,0.0,1.0,1.0,0.266430846458506,6.12070020810096e-05,0.0,0.0,0.2664129894154874
escs_quartile,Q1_lowest_ESCS,7122,0.2730974445380511,0.2730469681810416,0.2729570345408593,0.9998595900028082,1.0,0.9994858611825193,0.0,0.999742864489586,1.0,-0.27160963212580735,-0.0004529318153997375,0.0,0.0,-0.2715218060423646
escs_quartile,Missing,1257,0.40731901352426414,0.40733361883954694,0.40731901352426414,1.0,1.0,1.0,0.0,1.0,1.0,-0.1372476531424025,6.12070020810096e-05,0.0,0.0,-0.13723515538385928
